Size;Time
100x100;0.0156958180000000
200x200;0.1293832340000000
300x300;0.4319264160000000
400x400;1.0245150900000000
500x500;2.0097199969999999
600x600;3.4799730759999998
700x700;5.5611425790000002
800x800;8.3077039070000005
900x900;11.7361903349999999
1000x1000;16.1515576249999988
