Size;Time
100x100;0.0160042160000000
200x200;0.1277683240000000
300x300;0.4373022410000000
400x400;1.0919665800000000
500x500;2.1072750459999998
600x600;3.5740720559999999
700x700;5.6886551929999998
800x800;8.6906167900000000
900x900;12.4488361009999995
1000x1000;17.1261850819999992
