0,000000
-946,680000
-6164,920000
-2728,920000
-7869,680000
-8191,000000
-1797,480000
-6066,620000
-24879,520000
-19015,380000
-23813,000000
-7972,580000
-10776,720000
-31290,220000
-14295,680000
-37204,500000
-12294,080000
-46317,520000
-2412,720000
-40056,180000
-62098,000000
-54198,480000
-17834,520000
-53860,020000
-71827,680000
-48770,000000
-83170,880000
-23818,320000
-39825,520000
-24206,880000
-651,000000
-13233,280000
-6123,520000
-61166,820000
-11346,480000
-2306,500000
-9744,480000
-90822,420000
-95772,920000
-51855,180000
-83828,000000
-41040,180000
-42762,720000
-66363,620000
-58652,880000
-2209,500000
-67352,280000
-57281,720000
-73168,320000
-78234,380000
-47915,000000
-72220,080000
-57743,920000
-28797,020000
-171418,680000
-78034,000000
-137366,880000
-36198,420000
-119853,520000
-126916,080000
-21348,000000
-9520,880000
-38877,720000
-172565,820000
-62778,880000
-73261,500000
-113723,280000
-147390,620000
-166432,720000
-164442,180000
-99463,000000
-15178,380000
-80176,320000
-58227,720000
-34677,880000
-180810,000000
-53646,880000
-26692,820000
-162867,120000
-93814,080000
-248112,000000
-69131,880000
-156993,920000
-250812,720000
-43916,880000
-182826,500000
-42723,080000
-105579,720000
-33513,920000
-182798,880000
-143487,000000
-96585,580000
-86862,720000
-87832,920000
-44445,080000
-281105,000000
-144074,880000
-115494,020000
-78413,720000
-125464,680000
-123480,000000
-110592,980000
-212533,320000
-283470,420000
-173505,280000
-113872,500000
-297529,280000
-128417,120000
-317567,520000
-237316,980000
-57805,000000
-52944,780000
-248310,720000
-150418,820000
-149821,080000
-342792,000000
-103052,080000
-354540,420000
-19368,520000
-5571,580000
-315972,000000
-310168,980000
-52040,320000
-307541,820000
-304087,680000
-368487,500000
-142906,680000
-57995,820000
-151313,920000
-166786,680000
-82901,000000
-258905,780000
-394476,720000
-271,320000
-146317,280000
-47695,500000
-117174,880000
-211741,720000
-448050,120000
-453031,580000
-369922,000000
-406429,680000
-325770,720000
-431064,920000
-146335,680000
-100209,500000
-63945,080000
-227344,320000
-335299,920000
-81714,580000
-159570,000000
-313503,180000
-126625,120000
-290476,620000
-27199,480000
-379161,000000
-215323,680000
-172944,920000
-354052,720000
-69883,680000
-257056,000000
-126413,980000
-117394,920000
-20593,420000
-240952,080000
-372421,500000
-483654,280000
-15607,820000
-205302,720000
-332443,280000
-552194,000000
-299349,180000
-255051,920000
-267257,320000
-197615,280000
-381447,500000
-91041,280000
-575437,620000
-46180,320000
-567648,380000
-350604,000000
-66423,380000
-24981,320000
-166903,320000
-342519,680000
-587171,500000
-400100,880000
-201204,520000
-243185,520000
-361352,880000
-280573,000000
-161257,480000
-620017,920000
-462783,120000
-47048,880000
-442299,000000
-152974,080000
-575901,920000
-47646,720000
-353845,880000
-175100,000000
-449833,980000
-138786,120000
-119453,320000
-335624,880000
-464161,000000
-402375,680000
-96557,220000
-127345,920000
-67657,480000
-303471,000000
-25526,780000
-215743,920000
-12362,520000
-473158,280000
-549389,500000
-354754,080000
-662427,220000
-173405,920000
-605473,680000
-658460,000000
-114672,480000
-251694,720000
-483383,720000
-470897,280000
-542250,000000
-303400,480000
-628258,820000
-515380,320000
-476736,780000
-46828,000000
-281653,680000
-22680,320000
-547419,520000
-693276,480000
-313067,000000
-601252,480000
-249077,520000
-273923,720000
-699868,480000
-15984,000000
-719428,380000
-260696,920000
-478233,720000
-260962,880000
-541744,000000
-82478,880000
-607461,920000
-378705,920000
-392702,880000
-19650,000000
-747673,780000
-311965,920000
-90305,820000
-395838,680000
-232815,000000
-763258,880000
-123401,120000
-668694,720000
-48904,380000
-313560,000000
-405562,680000
-375592,720000
-17289,620000
-347244,480000
-634701,500000
-208299,280000
-850597,920000
-226175,920000
-594522,280000
-814671,000000
-215439,580000
-835953,920000
-751552,620000
-680813,280000
-775995,000000
-257502,480000
-367401,720000
-555733,120000
-534206,880000
-487228,000000
-609455,280000
-108643,320000
-391428,620000
-320868,880000
-13594,500000
-329351,880000
-774056,220000
-847595,520000
-844637,180000
-652645,000000
-166096,980000
-950827,920000
-476166,020000
-181139,280000
-745229,000000
-755178,880000
-763545,420000
-278045,920000
-896378,080000
-75960,000000
-588930,580000
-19738,720000
-291801,120000
-871969,280000
-328637,500000
-653487,480000
-304071,220000
-993712,720000
-61188,180000
-903681,000000
-464969,880000
-430578,720000
-562911,720000
-563008,280000
-579883,500000
-546231,280000
-1023992,420000
-929176,920000
-826024,980000
-388224,000000
-978080,580000
-498475,320000
-337160,320000
-471556,080000
-339722,500000
-756867,680000
-739824,420000
-230465,920000
-1044647,380000
-19701,000000
-601056,280000
-574280,320000
-507305,520000
-842722,080000
-1024798,500000
-467570,880000
-939711,020000
-927519,320000
-765163,680000
-424932,000000
-28807,680000
-43522,920000
-362564,720000
-583327,680000
-281313,000000
-275270,680000
-896391,220000
-907041,120000
-759954,480000
-482720,000000
-525264,480000
-860907,520000
-289121,120000
-498085,080000
-1042635,000000
-878066,880000
-108799,320000
-938511,320000
-735849,480000
-493200,000000
-480916,980000
-382510,920000
-583863,720000
-67929,680000
-221664,500000
-837693,480000
-996683,920000
-1005942,720000
-1102321,080000
-60680,000000
-81352,880000
-715117,920000
-264173,520000
-688653,680000
-1131600,000000
-1056364,480000
-1111569,420000
-50175,720000
-1047184,580000
-216752,000000
-279417,780000
-838283,720000
-1104817,120000
-129530,880000
-1101177,000000
-942797,280000
-753473,520000
-138725,520000
-635867,180000
-855972,000000
-261727,580000
-969909,920000
-322904,520000
-1274046,280000
-785734,000000
-347996,880000
-256366,720000
-964170,920000
-559725,180000
-11080,000000
-62106,880000
-1225601,520000
-1008926,620000
-1149347,680000
-103518,000000
-491292,480000
-1026885,420000
-179740,320000
-899194,680000
-917375,000000
-1008832,380000
-1141347,120000
-498053,220000
-1051444,080000
-1224208,500000
-235281,280000
-1162287,420000
-704597,520000
-521956,680000
-1182636,000000
-1032830,880000
-1287927,120000
-1158994,620000
-343363,680000
-955910,000000
-986607,480000
-92471,120000
-1292534,320000
-660883,080000
-327617,000000
-1357555,180000
-719478,720000
-1171239,020000
-36508,080000
-554103,000000
-928802,080000
-843698,420000
-1115910,120000
-244312,280000
-1007072,000000
-1102094,280000
-1185382,120000
-1175695,420000
-214638,480000
-485183,500000
-409508,280000
-200416,920000
-505406,720000
-392030,880000
-1086345,000000
-744186,080000
-748719,920000
-869823,420000
-899292,280000
-1061333,000000
-855036,480000
-1392140,820000
-126380,520000
-470071,080000
-1407094,000000
-763959,980000
-1399564,320000
-666229,220000
-837158,080000
-1287678,000000
-1205113,280000
-1271575,620000
-786258,720000
-397627,580000
-784759,000000
-311509,980000
-859398,720000
-630338,720000
-3469,680000
-950950,000000
-896584,080000
-1382994,720000
-210864,920000
-1556472,180000
-1043040,000000
-370264,180000
-503574,320000
-783203,820000
-1119888,880000
-453475,000000
-183552,480000
-1281861,920000
-103280,320000
-364852,680000
-1006999,000000
-116209,880000
-606763,920000
-543305,720000
-1566582,680000
-1060933,500000
-14324,480000
-1199141,720000
-947415,120000
-428102,080000
-315450,000000
-208305,780000
-1142481,720000
-1200731,420000
-608237,280000
-1432988,000000
-1153012,080000
-30906,720000
-1294912,320000
-537615,980000
-1159791,000000
-1084331,780000
-1393489,920000
-1515781,620000
-123730,080000
-279954,000000
-466505,280000
-1105687,220000
-502169,920000
-1468728,480000
-1217736,000000
-1466812,980000
-1282741,920000
-603719,820000
-822376,080000
-904260,000000
-1587825,680000
-310065,720000
-713560,320000
-278158,780000
-1156142,000000
-232673,580000
-1015353,920000
-1336412,220000
-1518653,280000
-690043,000000
-799165,280000
-764827,620000
-467812,520000
-318937,080000
-997488,000000
-841460,580000
-1279260,920000
-122359,620000
-364164,480000
-792648,000000
-1287511,680000
-1092665,320000
-333534,720000
-45248,580000
-693605,000000
-771444,080000
-306061,920000
-242678,520000
-1403348,480000
-801919,500000
-1140956,480000
-307775,920000
-1371251,520000
-678245,880000
-1738128,000000
-1489331,580000
-399053,720000
-332642,920000
-1351919,280000
-511833,500000
-1801340,280000
-1156090,320000
-1471597,120000
-816981,580000
-1841328,000000
-983935,780000
-1678167,920000
-1318839,720000
-718028,080000
-977,500000
-1506516,480000
-131648,320000
-1671541,320000
-380009,280000
-1069752,000000
-516264,980000
-51541,920000
-1547305,320000
-1399275,680000
-753304,500000
-1772989,880000
-1746301,520000
-692746,320000
-1720716,380000
-1595478,000000
-701505,180000
-883121,920000
-795414,620000
-607079,880000
-811996,500000
-1650371,680000
-576439,320000
-690713,920000
-1218258,180000
-12420,000000
-459392,380000
-72456,720000
-1510840,620000
-1765806,080000
-1779002,500000
-501998,280000
-1928354,020000
-562667,520000
-36856,680000
-187331,000000
-1188199,480000
-1385176,320000
-1587694,520000
-550033,480000
-218694,000000
-726436,480000
-17436,420000
-676116,720000
-1224827,680000
-764584,000000
-1733446,980000
-1884759,520000
-148361,220000
-889025,280000
-1460437,500000
-1919929,480000
-284319,420000
-585760,720000
-2030550,380000
-1580859,000000
-778388,980000
-806343,520000
-431161,620000
-1047507,480000
-1848485,000000
-1729525,680000
-1007517,420000
-656782,720000
-593643,780000
-2062400,000000
-1178786,180000
-1663781,520000
-1529465,520000
-18946,480000
-1085922,000000
-1230358,680000
-426605,920000
-1424200,320000
-817558,280000
-93600,000000
-1410052,980000
-1133215,120000
-1579698,420000
-497641,680000
-429418,000000
-86841,280000
-1093221,720000
-2112469,520000
-1993949,480000
-1228656,000000
-96294,480000
-805958,520000
-1430382,720000
-1922160,480000
-1702134,000000
-830954,880000
-370958,720000
-307173,120000
-904635,180000
-2091874,000000
-69770,580000
-1946219,520000
444,180000
-702456,280000
-1804072,500000
-251728,880000
-2004163,720000
-1808524,320000
-1662952,480000
-2084336,000000
-2131652,580000
2005,080000
-1102457,620000
-1864255,680000
-1729967,500000
-759388,280000
-504642,720000
-186819,520000
-1379667,380000
-543513,000000
-1426762,980000
-837845,920000
-1590254,820000
-1674635,880000
-37669,000000
-201338,880000
-921615,220000
-1292305,120000
-372720,780000
-944160,000000
-397242,680000
-2212816,320000
-194618,520000
-1436314,880000
-1541976,000000
-2141001,480000
-838403,020000
-1755868,320000
-2213512,180000
-562249,000000
-437606,280000
-191357,120000
-437240,120000
-119752,080000
-1858571,000000
-1047851,680000
-1645773,120000
-559637,920000
-956500,080000
-68976,000000
-2059738,380000
-996475,520000
-944194,620000
-1231610,880000
-1690917,500000
-1982328,480000
-1863344,620000
-620503,520000
-1329929,280000
-2061739,000000
-1682820,480000
-931147,920000
-1874237,020000
-1301323,280000
-224836,500000
-1193556,480000
-2243030,020000
-1861117,920000
-351704,880000
-2054018,000000
-452662,080000
-1313087,720000
-1812281,020000
-1693582,080000
-1409540,000000
-2342275,880000
-1318948,020000
-1709733,520000
-1988085,680000
-823125,000000
-1938391,080000
-6888,320000
-419827,620000
-325743,080000
-1607395,000000
-8981,280000
-915636,920000
-102511,920000
-168892,680000
-775124,000000
-1879426,480000
-2453609,520000
-2264156,720000
-2429993,680000
-1962607,500000
-742545,080000
-1234685,920000
-1137745,920000
-452264,280000
-2304225,000000
-574456,680000
-1135889,920000
-1672648,320000
-2007539,280000
-1067097,500000
-35370,080000
-1666633,920000
-980233,320000
-2517743,580000
-161694,000000
-2336658,280000
-1122060,520000
-494652,420000
-2011681,280000
-1073723,000000
-2287637,280000
-222059,920000
-2493736,320000
-1276933,380000
-377541,000000
-1989190,980000
-2102807,520000
-1399438,820000
-1417067,680000
-441940,500000
-563074,480000
-679330,920000
-622950,720000
-1288882,880000
-267120,000000
-2221877,880000
-854980,120000
-2503384,620000
-2064527,280000
-2536796,500000
-1279911,880000
677,880000
-2479299,520000
-2593993,780000
-2390391,000000
-1791563,880000
-475718,320000
-944494,620000
-2031923,080000
-603752,000000
-2154713,280000
-1489276,620000
-301138,520000
-1855297,080000
-1893298,000000
-1180745,780000
-912140,520000
-1499209,720000
-2651566,080000
-1316040,000000
-193763,080000
-470529,920000
-914393,520000
-2234171,580000
-2138993,000000
-249948,180000
-1930705,920000
-1059609,320000
-2408024,880000
-2576058,500000
-624809,680000
-572809,320000
-1411644,520000
-133837,280000
-41916,000000
-386590,880000
-2713142,920000
-1165312,620000
-2310298,080000
-29659,500000
-2572499,880000
-758962,820000
-453459,520000
-1559629,980000
-369580,000000
-2036255,780000
-1886038,320000
-246295,220000
-608662,880000
-2492239,500000
-1984961,280000
-576126,820000
-2792910,120000
-2470672,980000
-1982300,000000
-1726115,580000
-2160827,120000
-187737,020000
-541226,880000
-833254,500000
-1027751,480000
-293358,120000
-898414,720000
-146530,780000
-515823,000000
-2608453,380000
-1313022,720000
-2180265,120000
-45203,280000
-946925,000000
-2814658,080000
-830571,620000
-2773637,120000
-1446587,880000
-1739936,000000
-1257433,680000
-531281,520000
-2167182,220000
-1419633,280000
-2484903,000000
-2283824,480000
-17349,720000
-1526241,120000
-965649,580000
-1884753,000000
-1528314,480000
-2457602,720000
-881516,020000
-1185193,680000
-2856303,000000
-373524,480000
-248791,920000
-1342186,720000
-1836495,180000
-2172420,000000
-1979478,980000
-568855,320000
-2141320,020000
-399314,880000
-1476055,000000
-852709,080000
-2322518,620000
